ell,TB,BE,TT,EB,TE,BT,EE,BB,ET
0,2.2422825363388372,0.42003302506858514,-53.77468025554936,0.3195522949946277,-7.835269954109387,2.6502700873112466,-3.6068208934027712,0.015395046914325142,-8.046493852867552
1,0.5209257483881184,-0.5399188040852334,-73.31605094073642,-0.6992041954365056,-1.247383677257955,0.4105304629470505,-0.15462726652901035,-6.6401542314410325,-1.3705982039426032
2,-4.765480543933335,-0.6983670236059328,84.25862011537927,-0.52850265379929,17.745915779212698,-5.51032653380219,6.0943483000478285,-0.0015798074366737155,18.073685948539673
3,-3.5367103051637643,-0.23805742092322202,234.79931852487434,-0.3778671381000478,6.425002398042595,-2.78946429915511,0.7196595291351258,-0.8305949582056882,7.113868694122861
4,-1.3006444570788722,-0.08169587381160254,136.40081314810317,-0.055460343675976506,0.1357878719311953,-1.9456266323215294,0.3709312508794403,0.0629134736656653,0.6504487078798458
5,2.854112709674247,-0.1264650810497326,201.11109209750046,-0.05740511936679271,-0.0463000470474331,2.270758716144232,0.024114423966843327,0.4791328528432364,-0.24052354886705213
6,2.1909249150638113,0.04764784487870161,139.40607882235722,0.014771482857040687,3.4759974851523174,2.5642905901192683,0.05096559493831019,0.09193582570823917,3.057298625783142
7,-0.07843281599780437,0.012511697497670456,44.31036114296208,-0.01193119273133178,-0.34287314026051435,-0.10114845560130768,0.08344033166590992,0.024956159387145387,-0.1746418992896348
8,-0.41099085307496735,0.015846542243510647,58.36179640989253,0.03098919955498532,-0.6151890699161059,-0.8448554488570259,0.0759690465031541,0.0727261374079002,-0.09695114238269543
9,-0.7151167834322951,0.002681193847126221,93.25732642090041,0.003672708218161175,0.3950949746105671,-0.8858678865435923,0.013146908308735678,-0.00591657550372144,0.5516259077943627
10,-0.2571281315315392,0.004140926031267137,30.32624300549416,-0.017263122487051193,1.0790661206600671,0.01888851261256317,0.06247068302383271,0.014115314277895072,1.0519135655482643
11,0.6314589768479,-0.00726729974121088,25.060845595094047,-0.007049248094332626,0.1326549759921081,0.7605636031465159,0.03446745297188692,0.03876916881220153,0.0027432149821995985
12,-0.20039728750963953,0.011508399189945962,26.789842942721968,0.014722433390463993,0.05490134489358066,-0.20535951646814696,0.008562522334551995,0.011405960823894234,-0.01329682257359392
13,-0.44984013085345426,0.00498365639512044,37.746658378393484,0.003394054842761638,-0.3976615545374434,-0.5333505184228549,0.008711966314978234,0.008668205636455685,-0.1498035328270749
14,0.2187716738345859,0.001480666879125875,29.181625841903774,0.0035254926054215014,0.0018857488438200085,0.23513248888410018,0.009727683361122253,0.0004373342263061748,-0.0035317957300112627
15,0.03465587139022554,-0.007217603683663025,33.42025103492357,-0.002501351818250772,-0.49995444764925034,0.20243622103436815,0.012397401466196063,0.0032440343783635673,-0.5004959495304898
16,-0.11481133867845406,-0.0018172522924582836,16.85602788160645,-0.0021311663226977143,-0.10355229286780944,-0.03678076563518037,0.013096342165440164,0.006242248356032907,-0.0423316134229377
17,-0.025024784922368374,0.0019021198076114684,27.58406159375755,-0.001951802395659115,0.1920828881310698,-0.10097422196017278,0.009827339401612813,0.005547242538462065,0.04702528432843236
18,0.0650972744827247,-0.002855463237690215,12.012863379497295,0.002178912905400125,-0.07384761934072892,0.04186640814045872,0.0032386042241506897,0.0031727783213294164,-0.0213859006269422
19,0.0010884352903137808,-0.0013297475855998126,20.697186474330938,0.0010079711434708319,-0.2457292163988092,-0.023244624078890035,0.006883505011762223,0.0017011818696903557,-0.23313078302037657
20,-0.00769600347315909,0.0037960284457428197,8.526057372344912,0.0024373676261469986,-0.02010719284186781,0.05602320309990889,0.011619160516014599,0.005167500054422148,-0.01494972421309043
21,0.10045537033779123,0.00026508593588221957,7.977916138755361,-0.000621802476087045,0.02324616633098427,0.07335732011499255,0.010411597599862458,0.006611819111576234,0.02556639839813307
22,0.003632208000480315,-0.002234831988523355,7.751522113378069,-0.002792873422267531,-0.06182652059678566,0.005316739501473905,0.003970019627645993,0.0020151713513168706,-0.0025047354677250823
23,-0.14840455495993696,-0.00047824032464613653,11.195095474215236,0.0006249605283577831,-0.029047771350611432,-0.0912712085005965,0.001867713446045296,0.002112252401231222,-0.06534962783437466
24,0.01655856109837802,0.002413989403416613,7.157443943314539,0.001440723993180542,0.018321359312140923,-0.007315927516186815,0.0008161875364562242,0.0018101503119729275,0.0004887811226163643
25,0.05998377440563556,0.0005606018004255815,5.229611373063144,0.00107228854389676,0.05522373182147848,0.06512819480529172,0.005330218970615581,0.0021103242715336747,0.07438411336717321
26,0.007236450158696994,-0.000269428422104265,8.21891372836359,-0.0007035771560709496,0.037182643220617546,0.03203701242541262,0.004485410426655614,0.0025681321520987727,0.059081374974238154
27,-0.004744520601542812,-0.00028220923008501,11.8723093968293,8.047993237538854e-5,0.0782127537363462,0.0595177825258429,0.003169030736333796,0.0010594931610678638,0.11713514007187185
28,-0.024048979804536047,1.6821267539551792e-5,5.769814313137299,0.00018395936256224661,-0.003523044220146323,0.02062007816070375,0.0019384229446879184,0.0008783313700963108,0.011595389111053572
29,0.030337321834444774,-0.00013264940926327337,7.650661714584439,-0.00014880607047325963,-0.036726391769529736,0.027096003689222454,0.003912873362697822,0.0022037978997072336,0.03983886264421276
30,0.044291042148263064,-0.00042662745170038305,8.61924627927794,0.00013171853429344568,-0.006825281366863736,-0.008943304873937572,0.002359365110792827,0.002005585779138894,0.0018781529722734147
31,-0.0003701491109774999,2.745613729661039e-5,5.842736502220938,-0.00034498057783791423,0.016932035564848198,0.018295679219205826,0.0018243242006198777,0.0011729845734543603,0.006113290512222221
32,-0.020511367994694014,0.00028283473328333936,7.088723952425511,-0.00011049124497015532,0.026728200188978164,0.0359030978647183,0.004063940213365748,0.0016391476943527848,0.025424242487256037
33,0.011578961553911967,0.0005537882544042768,5.509559918182663,4.875545059908481e-5,-0.02523413982520873,0.001357307306929392,0.0018907278286151852,0.0011384105842845117,-0.0019462639236279757
34,0.018391811992958005,6.867299941740425e-5,7.031237454178392,0.0007933059085113648,0.014248731157764712,-0.0012055755688058555,0.0015018166605351207,0.0011066981828927475,0.03401696186364548
35,0.015888368458835317,-0.0019001521279577958,3.67961511942323,0.0008516617254513596,0.009844875225555567,0.04811643787391323,0.0003667792365252646,0.0026107545803616935,0.004385003554147058
36,-0.008285563272986312,-0.0007830198552055136,5.101748032512743,-0.0004920273184234773,0.028053360875446756,0.0037722643180777434,0.0006242243555462922,0.0007870499009634467,0.00781476372431024
37,-0.02847663454258832,-0.00010297101082095076,6.8860352008287595,-0.0003532116963081619,0.024241704264827735,-0.04876250538717281,0.001728075002883665,0.0007482973579027489,-0.003629028099742355
38,0.027733863676024477,9.695684352645599e-5,6.28513990137393,-6.240062031320512e-5,0.03314413001005434,0.0050714819064382405,0.002168749106646288,0.0001390494793722302,0.046383181385516656
39,0.0004888017792247421,0.00022672601292449737,5.893006525423956,-0.00030200550072586506,0.011750168532721166,0.02106404251280898,0.001793992818499483,-6.723621191324791e-5,0.01936293286662095
40,-0.0002069225607876991,-0.00018805826113809645,6.417746206291674,0.00042074879734846197,0.01764480521695956,-0.002171506688048535,0.000573906895708303,0.0008036579906162236,0.023368311982740034
41,0.007873234034159357,-0.0003617450914879739,5.734912609813926,0.001027464828200774,-0.007291994566382817,0.03931193684442078,0.001930509190468242,0.00014372930756997835,0.010510146971733608
42,-0.016225086325225457,0.00027667372998171083,5.392292778795656,0.0004957470602586034,-0.009803868684300302,0.005481137047290774,0.0013336168354698818,0.00028460084793559086,0.027166374521157194
43,-0.004826805122157502,8.116006539338172e-5,3.6168499438197608,-0.0012135361107397076,-0.005137094849078733,-0.019281018449153555,0.0003735254874418716,0.0013148964447183766,-0.004189194167448626
44,0.03399887118590989,0.00033768874236863867,4.66439623299179,-0.0003766724020749983,-0.024873427929443064,0.02513273836886362,0.0009931953611411247,0.0007147727874676689,-0.017042379260785754
45,0.0035568382344375415,-0.0002620881995948411,3.3688229142071044,-5.2650737648045794e-5,-0.006673447073204474,0.01233043178850877,0.0020959969602459398,0.0008414975738979847,-0.020091291854661093
46,-0.008105571933590442,-0.00021460248694224595,3.7252829847604296,-0.0001482735673833762,0.02070790966141704,-0.0007096358143392729,0.0012336839194938523,0.00037547313696736304,0.0004620412829836008
47,0.030957056807569147,2.877438982546188e-6,5.810547458433908,-0.00019411621991721864,-0.009584160803010056,0.019970868054184167,-8.45117310271564e-6,2.58156623106749e-5,-0.005937145512251454
48,0.019424570602425577,0.0006922177088707896,2.6736699391884016,4.6093682271373445e-5,-0.0013671776303086065,0.004975514485278113,0.001193070655845865,0.0003795421206855921,-0.003286067052330172
49,-0.0060212163093113814,0.00028518253367486497,4.183142525283755,0.00021247603276791584,0.027896524722272734,0.0011409748453973807,0.0009918222222714838,0.0004656991796446322,0.047785918599994495
50,0.009866659956946274,4.1293098255631854e-5,4.772989474308501,8.352428012408961e-5,-0.014963741834822915,0.013698563740959643,0.0009779118739792004,0.0002452795974006698,0.0030156919517312017
51,-0.023014340121060416,0.00018902642622661947,2.6620131257978645,0.00040445621766673027,0.018626436077703947,0.003979336184625806,0.0013143006472156626,0.0004031817425809517,0.012964678586935171
52,-0.008558688921922575,0.0002860964467233192,3.54807191830044,-0.00017900123927276103,-0.006481704194418005,-0.01143787510372214,0.0011361514829178131,0.0005742083128663279,-0.0069752973671522575
53,0.02315187891106174,-0.0005372584284095376,2.2913939220986155,-0.00036511040062444977,0.005988760800737806,-0.0023053660780197596,0.0004946263398852538,0.0006829867171245234,-0.0034325390002502396
54,-0.003968128342350009,-0.0005487813937451387,2.4055833314397073,-0.00047355287193250674,0.020298550487251675,-0.008453856915881894,0.0006674069094701167,0.00032330787580855263,0.00465945975245695
55,-0.018518796869577036,0.00018179852005149378,3.842872805042626,-0.0005661833642685113,-0.00423399632776513,-0.013283257923832515,0.0007834148526534726,0.0001050101196157414,-0.030206635756327458
56,0.010148320249325122,-5.06786234405355e-5,3.2096486191759825,-1.722524645090526e-5,-0.011372641665251286,-0.0005293304702164608,0.00025809320771988945,9.086203454956881e-5,0.004519816648642154
57,0.025441713101295886,0.0002056020116965747,3.3460223198302117,0.0003465009426315095,0.0009104257811679213,-0.01956415219352057,0.0010304962705816544,0.00017853771792316006,-0.0089538699515874
58,0.011985092145854602,0.000468139489841986,3.1640693140528073,-0.0001038017315870807,-0.019127344275408846,-0.0032399438808414596,0.001130667541295863,0.00029748619549549795,-0.01909424693727423
59,-0.017736252861277103,1.1773981516697263e-5,2.822269953989686,0.00039407148739217015,-0.00580252338085106,-0.0060777828578167355,0.0009186481085717384,0.000686978093065801,0.0012022459982531702
60,-0.006927137368229809,0.0005119613796720758,3.52759467718846,0.00030249518724680845,0.002552100565481285,-0.005173413921910937,0.0010560844168163593,0.00022234769580419935,0.000493942755065177
61,0.0030884494875017612,0.0003034376669647796,2.4879973543425646,-4.8726369806281796e-5,-7.346465117025845e-5,0.01369921681226856,0.001039472369818161,0.00047101312172568064,-0.00428998650617005
62,0.01785674337834643,-0.00021044984672691295,3.271156886879713,-0.000650000422881363,-0.002068038401653738,0.004224990709774934,0.0011021588526935497,0.000368000384960208,-0.019007305901548296
