frequency,mv13_f090,mv13_f150,mv14_f090,mv14_f150,mv20_f090,mv20_f150,mv24_f090,mv24_f150,mv28_f090,mv28_f150,mv32_f090,mv32_f150,mv34_f090,mv34_f150,mv49_f090,mv49_f150
0.0,-0.014163686762035731,-0.019565319131269805,-0.02534832171673843,-0.03435952179445108,-0.04837563149204656,-0.017746295165150253,-0.007172644370521402,0.006872148623422417,-0.021043681351145826,-0.01091713072078863,-0.02225692255015592,-0.018921491642449162,-0.10443105123919758,-0.010560972340230798,-0.018587265067287258,-0.014668650715457261
1.0218562874251498,0.022651081011030257,0.034559131119193884,-0.021102129256640133,-0.02712286973352859,-0.037777337495234105,-0.00016561903495954965,0.049410994711965764,0.09889209195400543,-0.007285958771944016,0.012417324685166358,-0.010943887581214777,-0.002112774951594995,-0.08032683531398402,0.007763626423839606,-0.0022824751649596817,-0.005977464918127107
2.0437125748502996,0.18342242027550137,0.29353749449522226,0.00782478615450127,0.019874165404613633,0.010936694894337394,0.06775455369090465,0.21554526096094573,0.37429495275457403,0.06613187927068266,0.11624743198656885,0.04231207403344222,0.07201838566225606,0.04491572616709409,0.07695060590970744,0.05795338155374349,0.04383163219457124
3.065568862275449,0.23700762288825425,0.4451428125291579,0.1018775252882922,0.17098862744710114,0.03379937375115962,0.06896911654209388,0.06474052131641245,0.14426520000288037,0.10882224101589778,0.14132551518345082,0.07240705964288474,0.09293435282186856,0.08845295844568571,0.06971928678846016,0.051962559344521424,0.11238354379809928
4.087425149700599,0.17039911408137007,0.21686179677428322,0.13036166360844254,0.2277912105935364,0.03602328740573839,0.041344427424983954,0.052806526260822946,0.06380627838280749,0.05634992943763575,0.05184628608536215,0.045254410901124587,0.026577977172445366,0.09166248685905014,0.03476857768760514,0.12487904582216054,0.2690521372767454
5.109281437125748,0.13709685847054728,0.026159871934082084,0.11195551019864203,0.12270736942608088,0.027699355154199957,0.02220842057742305,0.011786697918293374,0.03186994151425496,0.051525531000485694,0.03221918363510723,0.017471659576783434,0.02091237609475489,0.19591704231654902,0.04955784351708161,0.14551222879449832,0.30561565981681027
6.131137724550898,0.055593808178842005,0.04027176077248981,0.05015886033363033,0.0821611379595899,0.023904248115094725,0.014027021014746826,0.033699185053611795,0.020705485484347533,0.06559234545967371,0.048657783402577315,0.017051999492290918,0.013378145184733256,0.12789529104462194,0.0319212298383795,0.12226503973265551,0.2298160363558068
7.152994011976048,0.05882945706755613,0.06592995051624917,0.041464543935237644,0.07438876221351338,0.030925433196338593,0.010958358215694661,0.009448208082256054,0.015396346514699465,0.03849001049674334,0.03213738013167954,0.015356258476373934,0.016353300103737454,0.14854055179067296,0.043704300270977214,0.08981783282100626,0.11962247858529965
8.174850299401198,0.05717190653344788,0.04098963503276307,0.09742484946175223,0.06435015948368221,0.02610736025947722,0.009628107461405992,0.007509503182756914,0.016120552855807223,0.04824774276103852,0.03636615306495423,0.014799940932274306,0.021213549529471246,0.07385736753127925,0.024169791215061447,0.09905442203083029,0.1599498143115159
9.196706586826348,0.05341192402390614,0.058884988489711576,0.04326562846339705,0.04181779191006928,0.009369597188730924,0.007590537817451762,6.867680807248721e-05,0.008556062035750092,0.035274917937592784,0.027393143073770273,0.012473458748849107,0.020804703694387094,0.06525374861555801,0.012517202323892763,0.13539849894695807,0.14154834966686625
10.218562874251496,0.06753046935654763,0.027640702066975244,0.07669845799298758,0.034512866400785464,0.016511794053961092,0.008289501538134172,0.005549229745461463,0.01189266480575435,0.06359590035747961,0.05714164548566716,0.014314422989654426,0.02212437334915793,0.10022937299614015,0.016956610198498614,0.07058517774956605,0.1283706419963919
11.240419161676646,0.054991910690299725,0.012399463153858424,0.05549872093711583,0.028475209199330845,0.010394343864687662,0.00892847870002279,0.015453460145960437,0.013448288767642645,0.057517249167936595,0.05764038163064174,0.007037948986923614,0.011078472210182874,0.0371255991660258,0.007815732400081897,0.060500948316268656,0.07478153236731937
12.262275449101796,0.03259541713795009,0.02094243610428529,0.05134562529371002,0.023510138023740666,0.013033824789410934,0.008010047368224202,0.02383611434962358,0.02119512889668012,0.06030331228693449,0.06178865981291155,0.0040921246488978555,0.0006635783374626669,0.0720959615729537,0.016281612226372366,0.03479377160696985,0.007087230712459201
13.284131736526946,0.07126775969093152,0.04333438898996197,0.0865067217877968,0.032184333334489355,0.012603412642476566,0.006474976960982501,0.031962352309180535,0.026570146833962808,0.05218616425776075,0.0457713454453906,0.004061897240145749,0.002643763657862559,0.002821835004268847,0.004424889891686017,0.096500010086273,0.10385520062102731
14.305988023952096,0.07673316221941172,0.03548332331085884,0.1303705952523663,0.051112298138540846,0.010251993715770824,0.003470744226039566,0.002708264780127495,0.007772952041463266,0.0673505164880905,0.04730975405350687,0.001993973940993506,0.003188641944719288,0.0357510260902006,0.009533332547198889,0.0758503698551091,0.16842707132746243
