3.200000000000000000e+01 1.386769530541851966e-02 1.033004680759356739e-02
3.700000000000000000e+01 1.393949080263949016e-02 7.763426025765072722e-03
4.200000000000000000e+01 7.254288057066173197e-03 6.158234014579598223e-03
4.700000000000000000e+01 2.887399908617696836e-03 5.086761821454976497e-03
5.200000000000000000e+01 3.630983065238302127e-03 4.334052663254377331e-03
5.700000000000000000e+01 -4.832439507206713267e-03 3.784571984431872420e-03
6.200000000000000000e+01 -8.261213100357276198e-03 3.372391822022659334e-03
6.700000000000000000e+01 -5.976621866092757729e-04 3.056774927060325591e-03
7.200000000000000000e+01 -1.085885678116530959e-02 2.808536024501229536e-03
7.700000000000000000e+01 -6.121092379507503400e-03 2.607728445999072438e-03
8.200000000000000000e+01 -1.165003146706345034e-02 2.441464325106526730e-03
8.700000000000000000e+01 -1.166816633819131935e-02 2.300776058701369756e-03
9.200000000000000000e+01 -1.479580748168437057e-02 2.178891457084521349e-03
9.700000000000000000e+01 -1.268136740972262977e-02 2.070890139045228600e-03
1.040000000000000000e+02 -1.644305730168905966e-02 1.405588884440375471e-03
1.130000000000000000e+02 -1.486582627617446042e-02 1.294125559328126269e-03
1.220000000000000000e+02 -1.541249319555833969e-02 1.192833964559965234e-03
1.310000000000000000e+02 -1.486861610729939970e-02 1.098220408442698729e-03
1.400000000000000000e+02 -1.318689766626687972e-02 1.008615112964369879e-03
1.490000000000000000e+02 -1.195332430718318989e-02 9.237333702798123866e-04
1.580000000000000000e+02 -1.232560514534495992e-02 8.439327392498419339e-04
1.670000000000000000e+02 -1.055483355367946990e-02 7.700764625935338633e-04
1.760000000000000000e+02 -9.413185371986130395e-03 7.031194027436404002e-04
1.850000000000000000e+02 -5.368498580284325125e-03 6.440529522414765269e-04
1.940000000000000000e+02 -3.409380267287966983e-03 5.935716171708453398e-04
2.030000000000000000e+02 -1.420779742896194917e-03 5.519773776472522734e-04
2.120000000000000000e+02 4.692291823847913952e-04 5.189466479107291384e-04
2.210000000000000000e+02 2.386449177848855123e-03 4.935446945299614861e-04
2.300000000000000000e+02 3.052488545579283043e-03 4.742992287304362503e-04
2.390000000000000000e+02 5.515118780970782245e-03 4.594592760302458135e-04
2.480000000000000000e+02 4.856544793212158248e-03 4.472182088694201182e-04
2.570000000000000000e+02 6.578510600992260385e-03 4.359729964949743387e-04
2.660000000000000000e+02 7.614531796538926735e-03 4.244330854944078249e-04
2.750000000000000000e+02 9.201680452382319381e-03 4.116986508067524029e-04
2.840000000000000000e+02 8.088067329907274242e-03 3.972190718271930983e-04
2.930000000000000000e+02 8.491589923527335243e-03 3.807713326370768632e-04
3.020000000000000000e+02 7.810712081595454388e-03 3.623849268774958620e-04
3.110000000000000000e+02 7.591640124787554615e-03 3.423026462803361626e-04
3.200000000000000000e+02 6.726959967954219619e-03 3.209242134875841569e-04
3.290000000000000000e+02 6.854898683513683047e-03 2.987685919279694049e-04
3.380000000000000000e+02 5.827144668415686762e-03 2.764310567607359734e-04
3.470000000000000000e+02 4.298902270528245050e-03 2.545369414197231868e-04
3.560000000000000000e+02 4.107722285392596123e-03 2.336992348663675381e-04
3.650000000000000000e+02 2.622582517670798193e-03 2.144754558749818838e-04
3.740000000000000000e+02 2.147699083143468114e-03 1.973190554303374026e-04
3.830000000000000000e+02 1.435569588991327103e-03 1.825346076491163381e-04
3.920000000000000000e+02 9.175483653605121534e-04 1.702395489736555502e-04
4.010000000000000000e+02 -2.138346303791722959e-04 1.603362049728187925e-04
4.100000000000000000e+02 -7.334491723390658196e-04 1.525321756394475484e-04
4.190000000000000000e+02 -1.153066962679926994e-03 1.464013297136759274e-04
4.280000000000000000e+02 -1.521594048981793042e-03 1.414673409960447885e-04
4.370000000000000000e+02 -1.984802444791336062e-03 1.372899599527619677e-04
4.460000000000000000e+02 -1.976130762815951885e-03 1.335190094053791653e-04
4.550000000000000000e+02 -2.224427411727479108e-03 1.299161705315042493e-04
4.640000000000000000e+02 -2.353785354583907974e-03 1.263523748864882660e-04
4.730000000000000000e+02 -2.004784490640332956e-03 1.227981623075732236e-04
4.820000000000000000e+02 -1.939729435480145930e-03 1.192880988732315426e-04
4.910000000000000000e+02 -1.822860122746218069e-03 1.158934093075565403e-04
