ell,TB,BE,TT,EB,TE,BT,EE,BB,ET
0,7.342116691605237,1.678352622314068,-108.25628855278953,1.1590491639277989,-23.582469426652942,8.430461586884304,-14.798395231503108,0.35434417766316956,-22.03267128257846
1,0.5090994376568483,-1.9961743828361187,-81.02292354838667,-2.8352026226656832,-4.232675983216556,0.9240110538252759,0.10520289766907187,-26.68592065613197,-2.019098578993032
2,-12.609943696425972,-2.229500865466479,225.37245608733758,-1.5209987639844438,43.17607403292841,-13.356287452416963,20.079098123973587,-0.26890451743532817,36.294541872576254
3,-1.8781507726740605,-0.511270138717045,236.58132215681778,-0.9899661174230955,15.041722992360432,-2.7322262046814587,1.8733591075189104,-3.2536069675307244,6.658782169630315
4,-2.955296228963692,-0.2690403378222757,41.10346368239015,-0.1991339753013741,-1.7323999290154108,-4.800469419390213,0.5099175139730453,0.17614221605685956,5.459697429508003
5,1.0006573653784414,-0.4283125819824654,209.4908993815784,-0.1440891548173973,1.1760726065595482,-1.8247005267122491,0.015884903404389167,1.3948452617531195,0.8351849723230649
6,7.580240035176354,0.0730746765908343,181.3749936184247,0.11821968342063478,3.249714834899105,2.952690553176025,-0.058865884355611256,0.2548230444064474,2.8689909165770633
7,3.0611040891345014,0.10604971722747879,34.32967145795408,-0.0049861151641773845,-0.7709217896932873,0.5116103918819006,0.22712398401182962,-0.05033073502594553,-2.052929470836982
8,-2.893746140012883,0.03450619273519824,18.565348348238317,0.023932116837949255,1.510587012159329,-0.9655626495437851,0.33682231571942806,0.21925440969470408,-0.0761203716864105
9,-2.609780685535712,0.021268232955197194,87.96249798788492,0.050419685314124725,0.3275055547445642,-0.6747637792144873,0.03931297910098039,-0.01593035900344045,1.1667196311921522
10,-0.7948039396328813,-0.006605864077251725,41.813081603898,0.006216483492145347,1.7339644295993477,-0.035955232146963514,0.03295311324011704,0.050746404409494836,2.0055547981392734
11,0.7900095478436763,-0.02686342501349484,8.50711301165749,-0.017619177003419577,0.12609810668985583,0.42270893541862287,0.06414533836924124,0.10788126175550361,0.29815167252269675
12,0.22178278858761702,0.01939105898027266,28.145084915285963,0.007242552096271895,0.3831524377803057,-0.18521770158792553,0.048199819018653084,0.017855336194955048,-0.13769985329926507
13,-0.2468026985696031,0.013575376536864792,42.22912961891082,0.01630480400603303,-0.003683569487508901,-0.47757632199245403,0.011292762394427993,-0.028645899079471307,-0.0982516453305614
14,-0.4291454430931575,0.0024966552161354467,30.84806136358873,0.0010450060808257697,-1.0089649052965655,0.26016274966029035,0.016176097012282953,-0.0021009195256582332,0.22624101525163842
15,0.20359765991924994,-0.012773331500760668,23.899758528388936,-0.004594731140958267,-0.8210574619548245,0.2090414606859303,0.01781824470232097,0.029800729744767353,-0.4523544572811375
16,0.09866783554740634,-0.002615671225280856,15.68800243224806,0.005553201049054474,0.3469208814437179,-0.004188251519854307,0.016530911210304196,0.008795907090183195,0.10162465864888999
17,0.14314087686403099,0.005089138090528329,29.54712276363483,-0.004981432756831042,0.08451060158004682,-0.17445699990897304,0.0036430322221106272,-0.005515143195583308,0.26687311986564033
18,0.042209132370775,0.001547615907089994,8.148309626987421,0.004656259513693264,-0.05801804017987977,0.13501797353356562,0.0013006539818388781,0.007958969205363268,-0.06970625126256703
19,0.2517675595988489,-0.0004070058917399927,22.300926805033104,0.0020569322911984196,-0.30840395399132847,-0.13210382929363548,0.025716821082754037,0.0065670739512378885,-0.22899847751790192
20,-0.011673489528122001,0.00968439043538206,8.474080437350825,0.0038740616649453937,0.1375107491367741,0.06062955917326633,0.02507632880362769,0.002472167396995866,0.072685750214068
21,0.2702307388994995,-0.005849461578810401,6.657477197808511,-0.002880648389874168,0.007525915037078823,0.023105044556130546,0.014562508324551176,0.010489928561577825,0.058807489918985614
22,-0.30945060301728605,-0.00280230710544351,6.57066434732724,-0.0016475512740602703,-0.07788858486489805,-0.05114260627254733,-0.0005932189210502472,-3.1877401572226115e-5,0.00016284009058011584
23,-0.3289355661300572,0.007063064382008689,11.751155160114532,0.0018641172848746204,-0.12100998445725679,-0.13134037697460735,0.002016362799939634,0.003204969014582007,-0.08202391272481889
24,-0.006348385957801005,0.0055440601665521115,6.31798092656337,0.0010419082590164795,0.08721368099102333,0.037479996552571386,0.015244824566054952,0.0056714074137376065,0.0187473063152179
25,-0.0011660742827353059,0.002015321390575979,4.827840226881691,0.0004064546685753175,0.18302659129773752,0.07252901011783332,0.009397454147094553,0.0035036098967683076,0.06513902016547199
26,0.2025712885264097,-0.0013326160831271551,8.854509266028897,-0.005050781946879468,0.05300330448218651,0.04472646564826685,4.046996475224681e-5,0.0007875312121522595,0.13283456799098284
27,-0.0149523019030323,0.0019912455411873436,10.998465803587596,0.000857359300334779,0.19283850022571253,0.02048366260845637,0.01165317517068402,0.002154511307965509,0.13317959529068943
28,-0.18067716034501066,-3.020195456766495e-5,5.271463953414428,0.0015831654153829725,0.17552008051527476,0.0038548016621531168,0.0008484180780622294,0.0007259817332706508,0.009060180652880077
29,0.058510269917514214,-0.0029854419009121376,8.719070037667596,0.0024668857967979963,0.06035734419014949,-0.0078648166630241,0.0056775620080568015,0.0026568577913228275,0.07628129900599019
30,0.015787859281874227,0.000971572318849789,9.240222460282947,-0.0015132466914923055,0.032563553007589646,0.015042715522372874,0.00411291857470784,0.00151100072435041,0.009452573173924096
31,-0.046990707599669876,0.001368192596141667,4.719801592016367,-0.0013444022880726798,0.0016191549941965298,0.025749277367162312,0.000410094556940537,0.0009638997204770675,-0.014594446657776325
32,-0.014699242577956585,-0.0014111848841839227,7.759030714908244,0.0008670991498371314,0.005663092023077425,0.046913205427545394,0.007072132309284888,0.004748774194600487,0.027821294443225057
33,0.07200830592671885,0.00037528658645421924,5.610588785288723,0.0029587442381413323,-0.05960927437018149,-0.004913892488181361,0.003276249218327003,0.0026972345394057906,0.04837061687458404
34,0.06590232511566907,0.0026457112390788954,6.721731199459541,0.0004252405761324543,-0.034324301284797576,-0.009508750398875065,0.0033217055872107114,0.0009245593909807886,0.06189438232684561
35,0.05347025251436539,0.0015848536386780369,3.870135626637736,-0.000783191602949185,0.033507754857226006,0.05861224928721183,0.002286901638402233,0.0029856889766737495,0.012541550928932395
36,-0.08241148198274245,-0.0003918178393669762,5.909390282079734,-0.0018132998554100217,0.045636124642045375,0.00889593052580216,0.00012328295211094624,0.002680554511597026,8.001875210510806e-5
37,0.058022645006821895,-0.0019045233131292276,7.222202862248138,0.0010757914315734404,-0.036281023991076085,-0.056313079190295,0.0036657696107787845,0.0013955770629619911,0.02143062257126265
38,0.045517445296214855,0.0014323434359945996,6.0449549334505,0.0005397908937991795,0.09275617951076315,-0.009707705455353124,0.005188989015151928,0.0008163648593442939,0.07578508403931405
