5.150000000000000000e+01 1.334968363621604981e+00 1.060670273078011538e+00
1.515000000000000000e+02 7.319710206244134376e-01 4.395239613779531457e-02
2.515000000000000000e+02 8.226003365154734848e-01 1.644674405211472498e-02
3.515000000000000000e+02 9.437841722568208747e-01 1.601839693798014566e-02
4.515000000000000000e+02 9.917858963401510186e-01 1.309494731809440413e-02
5.515000000000000000e+02 9.741238466235915272e-01 8.199976519032122282e-03
6.515000000000000000e+02 9.750736955447442122e-01 6.986238731197591707e-03
7.515000000000000000e+02 9.902855615633068265e-01 5.397837807375521421e-03
8.515000000000000000e+02 9.945691779789225251e-01 4.114770921064183490e-03
9.515000000000000000e+02 1.001720380068733318e+00 3.836171868662166268e-03
1.051500000000000000e+03 1.008482718014794166e+00 3.650751498633851479e-03
1.151500000000000000e+03 9.959257461173625092e-01 3.522913891711440277e-03
1.251500000000000000e+03 9.969804698142389343e-01 3.324640964524555944e-03
1.351500000000000000e+03 1.000180468605736062e+00 3.089295232945927887e-03
1.451500000000000000e+03 1.005020141748240503e+00 2.776677827853605944e-03
1.551500000000000000e+03 1.002360684574191252e+00 3.013040739256784076e-03
1.651500000000000000e+03 1.009856027261059497e+00 3.169603527135247348e-03
1.751500000000000000e+03 1.003792068592933129e+00 3.006292790467100882e-03
1.851500000000000000e+03 1.001036205440466897e+00 3.049955259056860626e-03
1.951500000000000000e+03 1.008723986579952880e+00 3.510130920796340412e-03
2.051500000000000000e+03 1.002587993613353490e+00 3.632528971445123014e-03
2.151500000000000000e+03 1.002650282572691953e+00 4.228223565643652281e-03
2.251500000000000000e+03 1.003401661101775311e+00 4.528139938266720864e-03
2.351500000000000000e+03 1.009081092052465767e+00 5.078646042976798364e-03
2.451500000000000000e+03 1.003848329379551263e+00 5.864806241611904281e-03
2.551500000000000000e+03 1.014904343336521020e+00 8.180370134028188897e-03
2.651500000000000000e+03 1.019610007921966099e+00 8.439672256074023590e-03
2.751500000000000000e+03 9.931484907573923104e-01 9.878788596162141680e-03
2.851500000000000000e+03 1.022607219843010729e+00 1.374261740397070448e-02
2.951500000000000000e+03 1.001580215331576040e+00 1.822619453787352115e-02
3.051500000000000000e+03 9.849680017573519963e-01 2.369308154122175616e-02
3.151500000000000000e+03 9.983711126873546782e-01 2.318818447698417842e-02
3.251500000000000000e+03 1.001230961510469974e+00 2.908731155049923064e-02
3.351500000000000000e+03 9.636596563886833389e-01 2.885549014210453053e-02
3.451500000000000000e+03 1.021136166758721986e+00 3.444971730693557888e-02
3.551500000000000000e+03 1.008612686067471564e+00 3.306080593910711712e-02
3.651500000000000000e+03 1.064534185815585898e+00 3.283435817110453431e-02
3.751500000000000000e+03 1.042369283816432457e+00 3.249526248745980561e-02
3.851500000000000000e+03 9.896925576443719175e-01 3.380883903352261549e-02
3.951500000000000000e+03 9.827219864124672188e-01 3.449325468294936470e-02
4.051500000000000000e+03 1.053561409654704129e+00 3.036031856206812887e-02
4.151500000000000000e+03 1.046862891837771370e+00 3.072849436863231073e-02
4.251500000000000000e+03 9.934904103959644184e-01 2.907199699168794629e-02
4.351500000000000000e+03 1.005384941495712114e+00 3.616601278195068214e-02
4.451500000000000000e+03 1.014899753972705820e+00 3.412714028307847758e-02
4.551500000000000000e+03 1.094419987495622193e+00 3.260744036028953574e-02
4.651500000000000000e+03 1.042159365433290130e+00 3.809067802952440657e-02
4.751500000000000000e+03 1.111293719178066075e+00 4.252978766378930076e-02
4.851500000000000000e+03 9.989844984780954507e-01 3.542574252162060400e-02
4.951500000000000000e+03 1.030105065284286470e+00 4.891058584452499108e-02
5.051500000000000000e+03 9.132017878917887410e-01 4.786814910774610243e-02
5.151500000000000000e+03 9.410514939646074106e-01 6.689240197553703027e-02
5.251500000000000000e+03 9.963532201683998890e-01 7.736547682313729690e-02
5.351500000000000000e+03 9.501189532419030970e-01 5.601446148992828000e-02
5.451500000000000000e+03 1.086001871385936512e+00 6.470446076738088637e-02
5.551500000000000000e+03 9.873753941971626924e-01 7.017552285171577142e-02
5.651500000000000000e+03 8.893361287598385845e-01 8.225061743814982007e-02
5.751500000000000000e+03 8.905871034587807822e-01 8.533021900327787679e-02
5.851500000000000000e+03 1.050350966750776216e+00 8.044189263228117281e-02
5.951500000000000000e+03 1.096198193691893197e+00 9.572413557906554737e-02
6.051500000000000000e+03 1.140315872611887160e+00 9.408911800300730210e-02
6.151500000000000000e+03 8.862673266686692530e-01 9.156229945770343048e-02
6.251500000000000000e+03 9.613587832078521744e-01 9.182633790418567865e-02
6.351500000000000000e+03 1.098617598914921833e+00 1.092727456075365949e-01
6.451500000000000000e+03 1.459427776159087253e+00 1.354105780029638550e-01
6.551500000000000000e+03 1.219614165664321348e+00 1.348099472254742359e-01
6.651500000000000000e+03 1.041437045482553003e+00 1.352319120191159685e-01
6.751500000000000000e+03 1.014559769314801851e+00 1.403591956122816620e-01
6.851500000000000000e+03 1.233797025121425639e+00 2.019777168150123370e-01
